dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx
samsum,,,answer evidence not found in chunk tokens,0f77948ea5b4eeda18bcc77696068cf78078bbba56873cdb,47
samsum,4096,8619,prompt exceeds max_prompt_tokens,8945d44661e272cd436e8834a9d5dd296587dc089dc6b726,48
samsum,,,answer evidence not found in chunk tokens,7a85937d2e1ac3215ab2518db4dc4d633fbb81f042776780,49
samsum,4096,13575,prompt exceeds max_prompt_tokens,46cbb91f855819d2efe512e789fdd8b396e01410b16a2362,50
samsum,4096,4836,prompt exceeds max_prompt_tokens,e1d562374aafc01409f57b6ed93cee7c78cec8a704cb4550,51
samsum,4096,17487,prompt exceeds max_prompt_tokens,1fae82934e7bb33ecc120cd19430271cfdead4a5c5f3e71e,52
samsum,4096,16534,prompt exceeds max_prompt_tokens,40f0ae0d1ee37405f294e24f6df7895ff373c786bdbeb226,53
samsum,4096,14784,prompt exceeds max_prompt_tokens,721c3d7807b49e1b1de360eccf1a1aaddf4bd3c07b2b293e,54
samsum,,,answer evidence not found in chunk tokens,f610a9277f835ce98ed109bc091260a7df3f1005aca8ec55,55
samsum,4096,12261,prompt exceeds max_prompt_tokens,18eef277538245626197dee424b5e4d5e95a36c28ad41222,56
samsum,4096,19378,prompt exceeds max_prompt_tokens,ac012674f6e72a474f8b26f8a18f486dc25fded070ef49d9,57
samsum,,,answer evidence not found in chunk tokens,06579eaea3267676100c47cf3a32d27623e0f0baf0eeede1,58
samsum,4096,5565,prompt exceeds max_prompt_tokens,bd5e296ce74f0d76e3763d4ee24f314d3e53580bf18e84af,59
samsum,4096,18808,prompt exceeds max_prompt_tokens,b14c862a69ef6cdaedefc6a8f71f652cc06dc44c3eed3f55,60
samsum,4096,4235,prompt exceeds max_prompt_tokens,3023ac5d13e9d911472a3bdc65329f144dc0e35587728c96,61
samsum,4096,17096,prompt exceeds max_prompt_tokens,c397fd04b0eb132a414108a73344e4027b7d29646854846a,62
samsum,4096,7177,prompt exceeds max_prompt_tokens,53288fa1b74f9e294d25fda05653264869576b9ac133a49f,63
samsum,4096,9841,prompt exceeds max_prompt_tokens,d71638b493499623ac6f16097562b613a26250176c4aff8c,64
samsum,4096,15167,prompt exceeds max_prompt_tokens,5f3bced3ff98311eab05253b995019cf799139c3ca9ba33c,65
samsum,4096,16405,prompt exceeds max_prompt_tokens,f8c3191fa99b86e7f980d14f373f9b98d312405b7d96b99d,66
samsum,,,answer evidence not found in chunk tokens,c89203964d38b3c472e1c3b4f6757f4a816a004afb9be3af,67
samsum,4096,11676,prompt exceeds max_prompt_tokens,b707a5cef97b53f8481d57e50ecfc424b0d6112251239132,68
samsum,4096,10770,prompt exceeds max_prompt_tokens,11825be04e419a923b7c16aa952f5391c60383b6935f1fd4,69
samsum,,,answer evidence not found in chunk tokens,cea67f9e6218dd3c850accfd096dfa916a46025d2c824072,70
samsum,4096,12863,prompt exceeds max_prompt_tokens,7e071e42fb5e378e081ca620c8dfd51814e305f0d5c93631,71
samsum,4096,10599,prompt exceeds max_prompt_tokens,3145e13f8c57e73c0d0ad6af1f225dced581cf48dc66c1b2,72
samsum,,,answer evidence not found in chunk tokens,6a2889066f8036215df285eb1a817932b5cc088e9254ae4d,73
samsum,4096,9955,prompt exceeds max_prompt_tokens,e8093cf1029d67215d8923ee2ee24ef72b3b3e89c0b24b9a,74
samsum,4096,11436,prompt exceeds max_prompt_tokens,69353f9250a942cd899f379c999e0661f1d480c18c5d93be,75
samsum,4096,5435,prompt exceeds max_prompt_tokens,f3f8c2e67980c65391702630b0e9e80ab725a73794f757e5,76
samsum,4096,16653,prompt exceeds max_prompt_tokens,9756cdabaec5212f9c240ece00e2e78b0494f283c60ded58,77
samsum,4096,16049,prompt exceeds max_prompt_tokens,bdaabe95439bdf73e317e1d25ff5950baf98adf0d1f6f8f2,78
samsum,4096,9670,prompt exceeds max_prompt_tokens,e2da5efa833aca9a4b864566185d9b9ebd5828011e773ec3,79
samsum,4096,18077,prompt exceeds max_prompt_tokens,b7d15ef15a0ae0b16d47b17812d8a27aa75644157d1a05d7,80
samsum,4096,8417,prompt exceeds max_prompt_tokens,dd67c41fcca2c4cf2444129da31eae2dcce158f4a0fca3a7,81
samsum,4096,19519,prompt exceeds max_prompt_tokens,029c92ef5effb514c528174b21df3ca71e1b081302df80de,82
samsum,4096,7654,prompt exceeds max_prompt_tokens,fa2c3e8009a275c4b1263f41043d94b748ddba1755dc2c20,83
samsum,4096,7252,prompt exceeds max_prompt_tokens,7b4174f8931aaaf2726ec4219dad5aa987a1f08c52a7c05b,84
samsum,4096,15174,prompt exceeds max_prompt_tokens,b8c42e4d44758833224249af5e22f4dcde0e92e8fff92997,85
samsum,4096,4356,prompt exceeds max_prompt_tokens,faa641b2339029552240283cb3eb9f815bd90a06ac135dbc,86
samsum,,,answer evidence not found in chunk tokens,ebb6ad57d4118e3275c3109c5fdeca9299110db1ffda0924,87
samsum,,,answer evidence not found in chunk tokens,0d0b1c51ccc5106ef10d27b869a04e54c9ffd5074ace32e4,88
samsum,4096,12233,prompt exceeds max_prompt_tokens,3d57887e9bb04d7648a0091d39175cc3acd3b4c1d5e8d98b,89
samsum,4096,14020,prompt exceeds max_prompt_tokens,171d90f8d9592d69bfb3e6d3dfdc8c60d88bff006befecdb,90
samsum,,,answer evidence not found in chunk tokens,edfd7d3c1d103d813c255f8133a878ca477cd4ab20aa3923,91
samsum,4096,10889,prompt exceeds max_prompt_tokens,3327b50215d96390e5edf870d22e6f078874e1097bc29a80,92
samsum,4096,16432,prompt exceeds max_prompt_tokens,9fa8ff90564676845ee9b2c0cdb49efb769b25d235a1e331,93
samsum,4096,10781,prompt exceeds max_prompt_tokens,b80ec6059b275d67bdce55f73c1de138c0d87c756283f1ad,94
samsum,4096,13743,prompt exceeds max_prompt_tokens,0d071fdce0e38731a8ce8e4c2e0d8d7b56bcc9e547d7ee2d,95
samsum,4096,20922,prompt exceeds max_prompt_tokens,3823413de24cda2deac90bc7e23ac98e9f2a85a97e67d7b7,96
samsum,4096,6914,prompt exceeds max_prompt_tokens,2c5fa3aaf2cd3b0ecdfa08c040b2f61b55a99a76cf3e1c5b,97
samsum,4096,17612,prompt exceeds max_prompt_tokens,ed2f9dae770b8bee6ab8f7b9f5155b1e32c1bad1552c679f,98
samsum,,,answer evidence not found in chunk tokens,100d6b1317c0e92000461be559a341f8b821838f88b7cc35,99
samsum,4096,12114,prompt exceeds max_prompt_tokens,17a45a2cc25d2b357884f8ae0f02e14b0ce7161defe1cd7b,100
samsum,4096,15229,prompt exceeds max_prompt_tokens,a501f8735e8dbf40347a3f2674cb5de0b7ffb2e807397966,101
samsum,4096,13700,prompt exceeds max_prompt_tokens,5933205633d1009df7fd5e03ac2fbe896391b78d43382d56,102
samsum,4096,11861,prompt exceeds max_prompt_tokens,dc28772d624fd0a04364c0d1a085079cf97ae7348b31293a,103
samsum,,,answer evidence not found in chunk tokens,4a8f9c776ba291feb3248d8e21a9c5a4992b669d1e687be3,104
samsum,,,answer evidence not found in chunk tokens,d322965a8236938c5c43026218c3b432a2116b0b8af4bbe4,105
samsum,4096,10878,prompt exceeds max_prompt_tokens,72a96c063148945084113640464ca167e910bdef06bb28a1,106
samsum,4096,6132,prompt exceeds max_prompt_tokens,593c4a2fb14e5946b8a4bb535ffec6ee5f1abaa4c10c9661,107
samsum,4096,9554,prompt exceeds max_prompt_tokens,a628944c1cae7d72a92d89e86340c708a6741c38af83dba6,108
samsum,4096,9322,prompt exceeds max_prompt_tokens,a2fcc93909837b923399bb08ec235bdac2c4bf18fddb54d6,109
samsum,4096,8267,prompt exceeds max_prompt_tokens,2867305b1bbfe001a8fcab739f97fdc7704d60ebfe05963b,110
samsum,4096,6658,prompt exceeds max_prompt_tokens,223744a2ba0d3c673ab33b0b1bcbf9eaab044eda7f027eeb,111
samsum,4096,15054,prompt exceeds max_prompt_tokens,cb9dbf8d7a97cf7b5ffba4306c8a02c039e3bfb2ffa36ee8,112
samsum,4096,9953,prompt exceeds max_prompt_tokens,c4199640b2f017d470c8f1a2e2b91ad294bf054a4b91c93c,113
samsum,4096,6947,prompt exceeds max_prompt_tokens,8472c0f50c9bd0807a8451d91c18bb7dde7634a8e3f7ecf7,114
samsum,4096,7128,prompt exceeds max_prompt_tokens,a03f5779eb8cbf3459b268608a8940d28ddd13c4f1af22d0,115
samsum,,,answer evidence not found in chunk tokens,93fed7486289a18c34997eaf2ef48fb87a98e88e730e0708,116
samsum,,,answer evidence not found in chunk tokens,e1acf63c6bb81e10190f6508666809930a44b4e4aadbe60f,117
samsum,4096,20271,prompt exceeds max_prompt_tokens,ee982eb6556c91f207286901273a03aeab6be45fd21c70ed,118
samsum,4096,8830,prompt exceeds max_prompt_tokens,4b5de29413fcfa078971cbb788bdcbd16fdc6520470f8be4,119
samsum,4096,7561,prompt exceeds max_prompt_tokens,47690e4efc6cc108d2920cbf7d115b69f373c18e1e4e8327,120
samsum,4096,8270,prompt exceeds max_prompt_tokens,e432581a05a516ea0c2240c6b0416c698765a013ec083ecf,121
samsum,4096,6023,prompt exceeds max_prompt_tokens,3273d86a8454d1eb68359d457fdf153825d8a2e7a26486c0,122
samsum,4096,12582,prompt exceeds max_prompt_tokens,e98469335a1871fe48affa2d2cc8a29a08c2c94b4f219f03,123
samsum,4096,18781,prompt exceeds max_prompt_tokens,fe66f5eec11dc34c225461525c77e6e1dbddd6aafa075cbd,124
samsum,4096,5733,prompt exceeds max_prompt_tokens,2515cecdd8be7b91008f8563446511069fec11469d88493e,125
samsum,4096,6842,prompt exceeds max_prompt_tokens,c80d4bf6971ba2e7a0b3a5affdaa50a01a03faa368077524,126
samsum,4096,18458,prompt exceeds max_prompt_tokens,51d2d2f40f1a0a23536911918c3c3cab01e62e1d69febde9,127
samsum,4096,16484,prompt exceeds max_prompt_tokens,9680349a96fc7e561ea885a2f9bcc92f4e1d681f6f44b19f,128
samsum,4096,5293,prompt exceeds max_prompt_tokens,8ac7873eb5e6aa068f153bd8cc38a1079499e15f2aada4a8,129
samsum,,,answer evidence not found in chunk tokens,4d088d03f6793851554a7cc0da295d3039bb246c521eaa39,130
samsum,,,answer evidence not found in chunk tokens,5043e9d1973f26110634885ad76579372fc3384850981bfb,131
samsum,4096,10939,prompt exceeds max_prompt_tokens,f4bae88b1e8eb632d4912388a104e720eda71268b1ea8ffe,132
samsum,4096,16228,prompt exceeds max_prompt_tokens,491fc015ee162eea0ba137c066441d7e2181c23b9f96a0b2,133
samsum,4096,14723,prompt exceeds max_prompt_tokens,a1518985bae2f9526d5abfdfce426e102cec7bb94bf8210b,134
samsum,4096,11313,prompt exceeds max_prompt_tokens,e797432c9ad673849ca152edf1960b239233c7da3dc5d322,135
samsum,4096,16469,prompt exceeds max_prompt_tokens,2d1e6cb1472ebeaec5c98247db9cfb14106fbfe48ff7492e,136
samsum,,,answer evidence not found in chunk tokens,95d0c2004805a0f406b92cd01b11b761424dc313c2140a4a,137
samsum,,,answer evidence not found in chunk tokens,4a7ffd0f5b2b58da2ceee555d98434732960de40304014a5,138
samsum,4096,6140,prompt exceeds max_prompt_tokens,6cff321157590b5b89fe2dfa6eb07eaa341cf96fe4f90261,139
samsum,4096,5887,prompt exceeds max_prompt_tokens,d3c927ec62a1e2c811c16eb81d1e8dadbc478f7383869c47,140
samsum,4096,19518,prompt exceeds max_prompt_tokens,6cc5b3611ecaff0d89ee96573450dab7b8e661fa94e7ea70,141
samsum,4096,17009,prompt exceeds max_prompt_tokens,725a8672b9af114882cd69d4246bcc60da8068dbbfdbc91f,142
samsum,4096,5673,prompt exceeds max_prompt_tokens,0d82921de641c8e965995c4f23bde32c50d6d188ca6c63c1,143
samsum,4096,6738,prompt exceeds max_prompt_tokens,a334e8038366f81f2e2cf83fd2df8dec506e606fbffe9ecd,144
samsum,4096,12200,prompt exceeds max_prompt_tokens,12ed449be6a18cd41754ffc6fa39ef8d5455e514836b789e,145
samsum,4096,12526,prompt exceeds max_prompt_tokens,52ce9685968c0197a7057ffd36cd43b8a6c5f93c0f4eb082,146
samsum,4096,11352,prompt exceeds max_prompt_tokens,a7f5fb962522dd21d40ce283ce364b01f72d5129a90c6ca9,147
samsum,4096,12274,prompt exceeds max_prompt_tokens,c97ac6d74c9a68c6bc2cdaff2a770b02373b1fd971dbef1b,148
samsum,4096,19798,prompt exceeds max_prompt_tokens,16ddb689f45deda382900fd5d5f756422444f9f48e8fa636,149
samsum,4096,15821,prompt exceeds max_prompt_tokens,c016e1f9b824428a4b555cd4e5901a69b32a03dbb6098e57,150
samsum,,,answer evidence not found in chunk tokens,35cb0314151086c1c7e25fae71ed0d94b8c6ba4fa33727c6,151
samsum,4096,12406,prompt exceeds max_prompt_tokens,08f5ae9140be52467a52dccb6ba19710a755e5eea7be4fce,152
samsum,4096,15989,prompt exceeds max_prompt_tokens,523e73457ab272cc8f314e274da9ca017e21557f9a8c55bf,153
samsum,4096,10916,prompt exceeds max_prompt_tokens,9dfa3b138d932094f82237814eaca96b95330f681cba0d33,154
samsum,4096,12239,prompt exceeds max_prompt_tokens,cf9464373a128bf26c8d2778f9e4a37c5a15dbed12ad01ae,155
samsum,,,answer evidence not found in chunk tokens,158b7db2e111643f66315da64d8459f61ad6dd62f5f24c2c,156
samsum,4096,15540,prompt exceeds max_prompt_tokens,91280882f45eb2edb0c7855505ba20ad3f921aab968a5e02,157
samsum,4096,14277,prompt exceeds max_prompt_tokens,1537063882622792485d2b7b85c9007d860ec34ed0c045e0,158
samsum,4096,8719,prompt exceeds max_prompt_tokens,f0e71c2db6682e5a803cabdda40103b27a3789e639fff1a9,159
samsum,4096,4874,prompt exceeds max_prompt_tokens,c8173da8a75ab3c6675ee6c68956da1e42996a4f2ede632d,160
samsum,4096,19221,prompt exceeds max_prompt_tokens,95b1a2ddbee09df194078af17fc50b5d3914e262d44b7336,161
samsum,4096,6436,prompt exceeds max_prompt_tokens,d379ce2929c951da1c6732a9d7f038baeba38d2d9f8dbe16,162
samsum,4096,13829,prompt exceeds max_prompt_tokens,bc83a8e90bc7b17d698b5bc6036824545184d9d83226cb17,163
samsum,4096,9207,prompt exceeds max_prompt_tokens,55a2550c5994d0dc89295210d4ecea34554c34e53b633977,164
samsum,4096,16837,prompt exceeds max_prompt_tokens,0c5ef0430cfb35865d7a7089d0680dffca5c6fc47617d4d1,165
samsum,,,answer evidence not found in chunk tokens,ca6fb212b9d2438c491347edeb4c831574dbce05156acabb,166
samsum,4096,18322,prompt exceeds max_prompt_tokens,fbb2b9aa01b9031031514ed3ee86265d451c500ae786f32c,167
samsum,4096,13153,prompt exceeds max_prompt_tokens,d841a74bb52922aa506002d3e63706ad39cd74a59dfedabe,168
samsum,4096,6443,prompt exceeds max_prompt_tokens,ad31fa8c4c4fbd9ef10330a14bca236cf6bd9cab2479aaa8,169
samsum,4096,11876,prompt exceeds max_prompt_tokens,b9186683e3a1ea17d8fe43a76a8fea0b8770e2b2a5496c95,170
samsum,4096,17151,prompt exceeds max_prompt_tokens,9bef05731a1bc5959d5a4c17f0dfe0e6a6f8d387e4b4b866,171
samsum,,,answer evidence not found in chunk tokens,2eba946bb02cd774187fc4ebab19ece079c25fe95f6ba846,172
samsum,4096,12560,prompt exceeds max_prompt_tokens,c66ba5a51d22fd790683d85542dc51d1054755ae0730b92c,173
samsum,4096,17556,prompt exceeds max_prompt_tokens,591c67f8aff93224840f4533e3b7ebf43125139c1b4aac75,174
samsum,4096,7087,prompt exceeds max_prompt_tokens,07709abc3be3a851f5635edae1ad3ef6eefb01747bf41c17,175
samsum,4096,4874,prompt exceeds max_prompt_tokens,6639f8b07ae8761c9db13f6b856392a0040f97b39ef62095,176
samsum,4096,14944,prompt exceeds max_prompt_tokens,aaf4938b43d60e19478a27285d60fe7b794b232d4076e117,177
samsum,4096,6109,prompt exceeds max_prompt_tokens,878eb0930e9983706fb3aad21f71f087fe022f4ce57d5565,178
samsum,4096,18856,prompt exceeds max_prompt_tokens,edf93eb1574ef71bdaff695c16df412be8262ed5b627daeb,179
samsum,4096,5100,prompt exceeds max_prompt_tokens,109dc0da021db0a9005c342c41d510c759e09bcb61a85d85,180
samsum,4096,17138,prompt exceeds max_prompt_tokens,6dba04895a8a342a93de57ee64592b19d6c636493b7f8c91,181
samsum,4096,4847,prompt exceeds max_prompt_tokens,3caad29ef6681517151ef3045b86797489eae153942c0bff,182
samsum,4096,13191,prompt exceeds max_prompt_tokens,80c77e1a86b9d7562489940fe2776a319eaf916ddc7794cd,183
samsum,4096,7093,prompt exceeds max_prompt_tokens,5b7a49358e2cdb10ee1a4d3950e7866b25ea48d3237b552f,184
samsum,4096,4678,prompt exceeds max_prompt_tokens,27487258c5d930225a5cb2dee846adde91655231360ab56b,185
samsum,4096,13879,prompt exceeds max_prompt_tokens,3907166a807e952c279420346a95f5292bbea0e3864c01fc,186
samsum,4096,17473,prompt exceeds max_prompt_tokens,404589ed7d8984241622aa3d84864257102da1d8a384df6c,187
samsum,4096,9961,prompt exceeds max_prompt_tokens,40a8c9c1461f40df091db167cc8676cb2557e58c3dba785b,188
samsum,4096,5815,prompt exceeds max_prompt_tokens,892bbc511e625c02abd5957eddc93b2a63cf5449abd41110,189
samsum,4096,14395,prompt exceeds max_prompt_tokens,db10534fae258cab6db3463a4ef0702b0813b0b668f3be25,190
samsum,4096,6489,prompt exceeds max_prompt_tokens,e27d681e57e3119e47840d60fe4747f472280e4cfa974fe3,191
samsum,4096,17051,prompt exceeds max_prompt_tokens,8a17b5e513adfe5402e8fa8c3be9cda6b40c1c06a6e6ae16,192
samsum,4096,9316,prompt exceeds max_prompt_tokens,ba86d1b2ce21af11073a732145d3f2d19850d1a32ebe9407,193
samsum,4096,10125,prompt exceeds max_prompt_tokens,3ba1ef46ad45638248842e95574774b741c89955b4d87680,194
samsum,,,answer evidence not found in chunk tokens,077ec45959026d33279e561faf3d40eef364d84359adf349,195
samsum,4096,16250,prompt exceeds max_prompt_tokens,eff8a85ede13ab11df6e505dad77103540fb8530388240a2,196
samsum,4096,13738,prompt exceeds max_prompt_tokens,97dc4f308b6ee7615535ce1adea91eb4f43f6c1861bba84c,197
samsum,4096,19557,prompt exceeds max_prompt_tokens,57a65253ba63bb5374598362ad2aa7481e772bdcc2e606fb,198
samsum,4096,9713,prompt exceeds max_prompt_tokens,8403037677f39e611a0db5d16ce6e67f4bd272d8c88111d2,199
samsum,4096,18473,prompt exceeds max_prompt_tokens,f176618a09a3e841b345cfe2fa932acb21790c0da87259a1,200
